project_id,sent_to_crc_date,project_size,source,status
1000110,2021-09-24,Small,simulated_future_projects,Future
1000111,2021-06-11,Small,simulated_future_projects,Future
1000112,2021-07-23,Small,simulated_future_projects,Future
1000113,2025-05-13,Small,simulated_future_projects,Future
1000114,2021-07-04,Small,simulated_future_projects,Future
1000115,2021-10-19,Small,simulated_future_projects,Future
1000116,2025-07-16,Small,simulated_future_projects,Future
1000117,2021-03-25,Small,simulated_future_projects,Future
1000118,2021-08-01,Small,simulated_future_projects,Future
1000119,2021-08-27,Small,simulated_future_projects,Future
1000120,2022-10-31,Small,simulated_future_projects,Future
1000121,2021-11-16,Small,simulated_future_projects,Future
1000122,2021-11-08,Very Large,simulated_future_projects,Future
1000123,2022-05-14,Small,simulated_future_projects,Future
1000124,2022-08-30,Small,simulated_future_projects,Future
1000125,2022-03-02,Small,simulated_future_projects,Future
1000126,2025-02-07,Small,simulated_future_projects,Future
1000127,2021-06-05,Small,simulated_future_projects,Future
1000128,2022-05-03,Small,simulated_future_projects,Future
1000129,2021-09-10,Small,simulated_future_projects,Future
1000130,2021-12-12,Small,simulated_future_projects,Future
1000131,2021-01-24,Small,simulated_future_projects,Future
1000132,2021-06-13,Small,simulated_future_projects,Future
1000133,2024-01-25,Small,simulated_future_projects,Future
1000134,2021-03-18,Small,simulated_future_projects,Future
1000135,2022-07-23,Small,simulated_future_projects,Future
1000136,2023-01-22,Small,simulated_future_projects,Future
1000137,2021-03-02,Small,simulated_future_projects,Future
1000138,2021-11-18,Small,simulated_future_projects,Future
1000139,2023-12-09,Small,simulated_future_projects,Future
1000140,2021-03-23,Small,simulated_future_projects,Future
1000141,2021-05-23,Small,simulated_future_projects,Future
1000142,2021-03-22,Small,simulated_future_projects,Future
1000143,2021-07-24,Large,simulated_future_projects,Future
1000144,2027-06-15,Small,simulated_future_projects,Future
1000145,2022-03-08,Small,simulated_future_projects,Future
1000146,2023-09-15,Small,simulated_future_projects,Future
1000147,2021-03-04,Small,simulated_future_projects,Future
1000148,2022-01-31,Small,simulated_future_projects,Future
1000149,2022-01-23,Small,simulated_future_projects,Future
1000150,2021-06-01,Small,simulated_future_projects,Future
1000151,2022-01-04,Small,simulated_future_projects,Future
1000152,2021-07-01,Small,simulated_future_projects,Future
1000153,2022-04-01,Very Large,simulated_future_projects,Future
1000154,2021-07-02,Small,simulated_future_projects,Future
1000155,2023-08-07,Small,simulated_future_projects,Future
1000156,2022-12-17,Small,simulated_future_projects,Future
1000157,2021-04-19,Large,simulated_future_projects,Future
1000158,2021-08-26,Small,simulated_future_projects,Future
1000159,2021-02-20,Small,simulated_future_projects,Future
1000160,2021-03-07,Small,simulated_future_projects,Future
1000161,2021-08-07,Small,simulated_future_projects,Future
1000162,2021-08-22,Small,simulated_future_projects,Future
1000163,2022-10-22,Small,simulated_future_projects,Future
1000164,2021-04-27,Small,simulated_future_projects,Future
1000165,2022-09-25,Small,simulated_future_projects,Future
1000166,2023-05-15,Small,simulated_future_projects,Future
1000167,2022-05-18,Small,simulated_future_projects,Future
1000168,2021-03-30,Small,simulated_future_projects,Future
1000169,2024-04-19,Small,simulated_future_projects,Future
1000170,2024-01-12,Small,simulated_future_projects,Future
1000171,2021-07-23,Small,simulated_future_projects,Future
1000172,2021-02-08,Small,simulated_future_projects,Future
1000173,2022-03-29,Large,simulated_future_projects,Future
1000174,2022-02-26,Small,simulated_future_projects,Future
1000175,2022-06-04,Small,simulated_future_projects,Future
1000176,2021-01-31,Small,simulated_future_projects,Future
1000177,2022-07-24,Very Large,simulated_future_projects,Future
1000178,2021-08-30,Small,simulated_future_projects,Future
1000179,2022-05-12,Small,simulated_future_projects,Future
1000180,2021-10-22,Small,simulated_future_projects,Future
1000181,2021-10-06,Small,simulated_future_projects,Future
1000182,2022-01-21,Small,simulated_future_projects,Future
1000183,2021-05-02,Small,simulated_future_projects,Future
1000184,2021-07-24,Small,simulated_future_projects,Future
1000185,2021-05-26,Small,simulated_future_projects,Future
1000186,2024-07-26,Small,simulated_future_projects,Future
1000187,2021-08-29,Small,simulated_future_projects,Future
1000188,2022-10-10,Small,simulated_future_projects,Future
1000189,2023-04-21,Small,simulated_future_projects,Future
1000190,2021-07-08,Small,simulated_future_projects,Future
1000191,2021-03-27,Small,simulated_future_projects,Future
1000192,2021-03-20,Small,simulated_future_projects,Future
1000193,2021-04-01,Small,simulated_future_projects,Future
1000194,2021-05-04,Small,simulated_future_projects,Future
1000195,2023-01-12,Small,simulated_future_projects,Future
1000196,2026-08-22,Very Large,simulated_future_projects,Future
1000197,2021-12-25,Small,simulated_future_projects,Future
1000198,2021-11-03,Small,simulated_future_projects,Future
1000199,2024-11-29,Small,simulated_future_projects,Future
1000200,2023-03-16,Small,simulated_future_projects,Future
1000201,2023-03-06,Small,simulated_future_projects,Future
1000202,2021-09-16,Small,simulated_future_projects,Future
1000203,2023-01-10,Small,simulated_future_projects,Future
1000204,2021-01-29,Small,simulated_future_projects,Future
1000205,2022-10-08,Small,simulated_future_projects,Future
1000206,2021-06-28,Small,simulated_future_projects,Future
1000207,2021-02-24,Large,simulated_future_projects,Future
1000208,2023-03-18,Small,simulated_future_projects,Future
1000209,2024-08-25,Small,simulated_future_projects,Future
1000210,2022-01-14,Small,simulated_future_projects,Future
1000211,2021-11-09,Small,simulated_future_projects,Future
1000212,2021-08-02,Small,simulated_future_projects,Future
1000213,2021-04-22,Small,simulated_future_projects,Future
1000214,2022-07-08,Small,simulated_future_projects,Future
1000215,2023-01-21,Small,simulated_future_projects,Future
1000216,2021-03-18,Small,simulated_future_projects,Future
1000217,2021-02-04,Small,simulated_future_projects,Future
1000218,2021-03-25,Small,simulated_future_projects,Future
1000219,2022-09-10,Small,simulated_future_projects,Future
1000220,2021-12-10,Large,simulated_future_projects,Future
1000221,2022-11-08,Large,simulated_future_projects,Future
1000222,2021-01-29,Small,simulated_future_projects,Future
1000223,2022-08-26,Small,simulated_future_projects,Future
1000224,2021-05-09,Small,simulated_future_projects,Future
1000225,2025-10-05,Small,simulated_future_projects,Future
1000226,2024-02-14,Small,simulated_future_projects,Future
1000227,2022-06-21,Small,simulated_future_projects,Future
1000228,2022-07-27,Small,simulated_future_projects,Future
1000229,2022-06-20,Small,simulated_future_projects,Future
1000230,2024-09-22,Small,simulated_future_projects,Future
1000231,2021-08-04,Small,simulated_future_projects,Future
1000232,2021-04-20,Small,simulated_future_projects,Future
1000233,2021-04-19,Small,simulated_future_projects,Future
1000234,2022-03-04,Small,simulated_future_projects,Future
1000235,2023-09-14,Small,simulated_future_projects,Future
1000236,2022-11-18,Small,simulated_future_projects,Future
1000237,2022-08-22,Small,simulated_future_projects,Future
1000238,2021-07-14,Small,simulated_future_projects,Future
1000239,2021-07-21,Very Large,simulated_future_projects,Future
1000240,2021-04-17,Small,simulated_future_projects,Future
1000241,2022-08-05,Small,simulated_future_projects,Future
1000242,2025-07-28,Large,simulated_future_projects,Future
1000243,2025-05-17,Small,simulated_future_projects,Future
1000244,2021-04-02,Small,simulated_future_projects,Future
1000245,2023-08-15,Large,simulated_future_projects,Future
1000246,2021-05-02,Small,simulated_future_projects,Future
1000247,2026-02-28,Small,simulated_future_projects,Future
1000248,2021-03-19,Small,simulated_future_projects,Future
1000249,2029-10-23,Small,simulated_future_projects,Future
1000250,2021-11-28,Small,simulated_future_projects,Future
1000251,2026-02-12,Small,simulated_future_projects,Future
1000252,2021-05-01,Small,simulated_future_projects,Future
1000253,2022-07-13,Small,simulated_future_projects,Future
1000254,2022-09-23,Small,simulated_future_projects,Future
1000255,2024-12-18,Small,simulated_future_projects,Future
1000256,2021-06-23,Large,simulated_future_projects,Future
1000257,2021-07-09,Small,simulated_future_projects,Future
1000258,2021-05-29,Large,simulated_future_projects,Future
1000259,2023-05-21,Small,simulated_future_projects,Future
1000260,2022-02-02,Small,simulated_future_projects,Future
1000261,2021-04-08,Small,simulated_future_projects,Future
1000262,2021-04-04,Small,simulated_future_projects,Future
1000263,2022-01-11,Small,simulated_future_projects,Future
1000264,2022-02-03,Small,simulated_future_projects,Future
1000265,2022-03-12,Small,simulated_future_projects,Future
1000266,2025-06-04,Small,simulated_future_projects,Future
1000267,2021-07-06,Small,simulated_future_projects,Future
1000268,2022-02-06,Small,simulated_future_projects,Future
1000269,2023-06-09,Small,simulated_future_projects,Future
1000270,2021-10-20,Small,simulated_future_projects,Future
1000271,2023-01-23,Small,simulated_future_projects,Future
1000272,2021-11-16,Small,simulated_future_projects,Future
1000273,2022-11-21,Small,simulated_future_projects,Future
1000274,2021-03-17,Small,simulated_future_projects,Future
1000275,2022-06-07,Small,simulated_future_projects,Future
1000276,2021-05-08,Small,simulated_future_projects,Future
1000277,2023-05-10,Small,simulated_future_projects,Future
1000278,2021-12-19,Small,simulated_future_projects,Future
1000279,2024-03-30,Small,simulated_future_projects,Future
1000280,2021-06-11,Small,simulated_future_projects,Future
1000281,2025-03-13,Small,simulated_future_projects,Future
1000282,2022-03-02,Small,simulated_future_projects,Future
1000283,2021-05-17,Small,simulated_future_projects,Future
1000284,2021-07-11,Small,simulated_future_projects,Future
1000285,2021-06-17,Small,simulated_future_projects,Future
1000286,2021-04-11,Large,simulated_future_projects,Future
1000287,2023-04-24,Small,simulated_future_projects,Future
1000288,2021-02-21,Small,simulated_future_projects,Future
1000289,2021-09-25,Small,simulated_future_projects,Future
1000290,2022-10-01,Small,simulated_future_projects,Future
1000291,2022-04-17,Small,simulated_future_projects,Future
1000292,2021-05-09,Large,simulated_future_projects,Future
1000293,2022-05-15,Small,simulated_future_projects,Future
1000294,2021-04-27,Small,simulated_future_projects,Future
1000295,2021-05-21,Small,simulated_future_projects,Future
1000296,2023-05-10,Small,simulated_future_projects,Future
1000297,2022-02-26,Very Large,simulated_future_projects,Future
1000298,2022-09-07,Small,simulated_future_projects,Future
1000299,2022-07-20,Small,simulated_future_projects,Future
1000300,2024-08-10,Small,simulated_future_projects,Future
1000301,2022-12-25,Small,simulated_future_projects,Future
1000302,2021-04-05,Small,simulated_future_projects,Future
1000303,2022-03-07,Small,simulated_future_projects,Future
1000304,2022-04-04,Small,simulated_future_projects,Future
1000305,2021-11-21,Small,simulated_future_projects,Future
1000306,2022-07-15,Small,simulated_future_projects,Future
1000307,2021-10-01,Small,simulated_future_projects,Future
1000308,2022-02-01,Large,simulated_future_projects,Future
1000309,2023-11-08,Small,simulated_future_projects,Future
1000310,2021-12-17,Small,simulated_future_projects,Future
1000311,2021-10-11,Small,simulated_future_projects,Future
1000312,2021-07-27,Large,simulated_future_projects,Future
1000313,2024-05-04,Small,simulated_future_projects,Future
1000314,2023-12-13,Small,simulated_future_projects,Future
1000315,2021-06-23,Small,simulated_future_projects,Future
1000316,2021-11-07,Large,simulated_future_projects,Future
1000317,2022-10-19,Small,simulated_future_projects,Future
1000318,2022-06-04,Large,simulated_future_projects,Future
1000319,2021-07-23,Small,simulated_future_projects,Future
1000320,2023-10-20,Small,simulated_future_projects,Future
1000321,2024-11-17,Small,simulated_future_projects,Future
1000322,2022-03-07,Small,simulated_future_projects,Future
1000323,2022-02-03,Small,simulated_future_projects,Future
1000324,2021-08-09,Small,simulated_future_projects,Future
1000325,2024-11-17,Small,simulated_future_projects,Future
1000326,2021-11-22,Small,simulated_future_projects,Future
1000327,2022-11-24,Very Large,simulated_future_projects,Future
1000328,2023-03-26,Small,simulated_future_projects,Future
1000329,2021-08-08,Small,simulated_future_projects,Future
1000330,2022-01-01,Small,simulated_future_projects,Future
1000331,2021-10-02,Large,simulated_future_projects,Future
1000332,2024-06-30,Small,simulated_future_projects,Future
1000333,2021-08-12,Small,simulated_future_projects,Future
1000334,2021-08-24,Small,simulated_future_projects,Future
1000335,2021-12-11,Large,simulated_future_projects,Future
1000336,2021-08-28,Small,simulated_future_projects,Future
1000337,2023-08-17,Small,simulated_future_projects,Future
1000338,2021-03-20,Large,simulated_future_projects,Future
1000339,2024-11-24,Small,simulated_future_projects,Future
1000340,2021-08-27,Small,simulated_future_projects,Future
1000341,2021-07-17,Small,simulated_future_projects,Future
1000342,2021-10-29,Small,simulated_future_projects,Future
1000343,2023-08-04,Small,simulated_future_projects,Future
1000344,2023-09-01,Small,simulated_future_projects,Future
1000345,2021-11-12,Small,simulated_future_projects,Future
1000346,2021-03-18,Small,simulated_future_projects,Future
1000347,2022-01-22,Small,simulated_future_projects,Future
1000348,2021-09-30,Small,simulated_future_projects,Future
1000349,2026-03-22,Small,simulated_future_projects,Future
1000350,2021-06-23,Small,simulated_future_projects,Future
1000351,2022-07-04,Small,simulated_future_projects,Future
1000352,2022-01-23,Large,simulated_future_projects,Future
1000353,2021-02-15,Small,simulated_future_projects,Future
1000354,2021-08-30,Large,simulated_future_projects,Future
1000355,2022-06-16,Small,simulated_future_projects,Future
1000356,2022-09-12,Large,simulated_future_projects,Future
1000357,2021-03-23,Small,simulated_future_projects,Future
1000358,2021-02-05,Small,simulated_future_projects,Future
1000359,2021-07-01,Small,simulated_future_projects,Future
1000360,2024-02-16,Small,simulated_future_projects,Future
1000361,2024-01-13,Small,simulated_future_projects,Future
1000362,2021-06-22,Small,simulated_future_projects,Future
1000363,2021-02-09,Small,simulated_future_projects,Future
1000364,2022-04-10,Small,simulated_future_projects,Future
1000365,2022-03-23,Large,simulated_future_projects,Future
1000366,2023-04-09,Small,simulated_future_projects,Future
1000367,2021-04-01,Small,simulated_future_projects,Future
1000368,2024-04-11,Small,simulated_future_projects,Future
1000369,2022-03-02,Small,simulated_future_projects,Future
1000370,2023-02-11,Large,simulated_future_projects,Future
1000371,2023-11-27,Large,simulated_future_projects,Future
1000372,2024-08-23,Small,simulated_future_projects,Future
1000373,2022-08-22,Small,simulated_future_projects,Future
1000374,2022-06-01,Large,simulated_future_projects,Future
1000375,2023-08-20,Small,simulated_future_projects,Future
1000376,2021-11-28,Small,simulated_future_projects,Future
1000377,2022-07-06,Small,simulated_future_projects,Future
1000378,2023-02-12,Small,simulated_future_projects,Future
1000379,2021-03-02,Small,simulated_future_projects,Future
1000380,2021-06-22,Small,simulated_future_projects,Future
1000381,2022-02-20,Small,simulated_future_projects,Future
1000382,2021-06-30,Small,simulated_future_projects,Future
1000383,2021-07-07,Small,simulated_future_projects,Future
1000384,2021-09-25,Large,simulated_future_projects,Future
1000385,2022-10-06,Small,simulated_future_projects,Future
1000386,2021-04-01,Small,simulated_future_projects,Future
1000387,2022-11-12,Small,simulated_future_projects,Future
1000388,2022-07-24,Small,simulated_future_projects,Future
1000389,2021-09-08,Small,simulated_future_projects,Future
1000390,2022-07-31,Small,simulated_future_projects,Future
1000391,2021-10-23,Large,simulated_future_projects,Future
1000392,2021-07-30,Very Large,simulated_future_projects,Future
1000393,2022-09-06,Small,simulated_future_projects,Future
1000394,2022-03-07,Large,simulated_future_projects,Future
1000395,2021-05-04,Small,simulated_future_projects,Future
1000396,2021-05-08,Very Large,simulated_future_projects,Future
1000397,2021-02-26,Small,simulated_future_projects,Future
1000398,2023-01-18,Large,simulated_future_projects,Future
1000399,2021-06-13,Small,simulated_future_projects,Future
1000400,2022-03-04,Small,simulated_future_projects,Future
1000401,2022-03-07,Small,simulated_future_projects,Future
1000402,2022-04-01,Small,simulated_future_projects,Future
1000403,2021-11-17,Small,simulated_future_projects,Future
1000404,2024-09-11,Small,simulated_future_projects,Future
1000405,2022-02-18,Small,simulated_future_projects,Future
1000406,2022-09-03,Small,simulated_future_projects,Future
1000407,2021-06-23,Small,simulated_future_projects,Future
1000408,2022-04-11,Small,simulated_future_projects,Future
1000409,2023-03-30,Small,simulated_future_projects,Future
1000410,2023-04-25,Large,simulated_future_projects,Future
1000411,2021-10-09,Large,simulated_future_projects,Future
1000412,2024-04-11,Large,simulated_future_projects,Future
1000413,2022-01-31,Small,simulated_future_projects,Future
1000414,2023-04-21,Small,simulated_future_projects,Future
1000415,2022-02-23,Small,simulated_future_projects,Future
1000416,2021-08-13,Small,simulated_future_projects,Future
1000417,2022-06-06,Small,simulated_future_projects,Future
1000418,2021-06-11,Small,simulated_future_projects,Future
1000419,2022-09-06,Small,simulated_future_projects,Future
1000420,2021-04-21,Small,simulated_future_projects,Future
1000421,2022-10-04,Small,simulated_future_projects,Future
1000422,2022-03-20,Small,simulated_future_projects,Future
1000423,2022-01-25,Small,simulated_future_projects,Future
1000424,2021-04-11,Small,simulated_future_projects,Future
1000425,2022-01-20,Small,simulated_future_projects,Future
1000426,2021-02-05,Small,simulated_future_projects,Future
1000427,2021-04-26,Small,simulated_future_projects,Future
1000428,2022-10-08,Small,simulated_future_projects,Future
1000429,2025-05-14,Small,simulated_future_projects,Future
1000430,2021-06-06,Small,simulated_future_projects,Future
1000431,2022-08-17,Small,simulated_future_projects,Future
1000432,2021-08-14,Small,simulated_future_projects,Future
1000433,2022-03-03,Small,simulated_future_projects,Future
1000434,2021-04-13,Small,simulated_future_projects,Future
1000435,2024-08-25,Small,simulated_future_projects,Future
1000436,2021-08-29,Small,simulated_future_projects,Future
1000437,2022-11-07,Small,simulated_future_projects,Future
1000438,2022-06-06,Small,simulated_future_projects,Future
1000439,2024-05-08,Small,simulated_future_projects,Future
1000440,2021-08-31,Small,simulated_future_projects,Future
1000441,2021-05-01,Small,simulated_future_projects,Future
1000442,2021-09-19,Small,simulated_future_projects,Future
1000443,2022-09-16,Small,simulated_future_projects,Future
1000444,2021-03-04,Small,simulated_future_projects,Future
1000445,2021-09-28,Small,simulated_future_projects,Future
1000446,2021-02-17,Small,simulated_future_projects,Future
1000447,2022-10-14,Large,simulated_future_projects,Future
1000448,2021-04-07,Small,simulated_future_projects,Future
1000449,2022-06-10,Small,simulated_future_projects,Future
1000450,2022-02-16,Small,simulated_future_projects,Future
1000451,2021-05-21,Small,simulated_future_projects,Future
1000452,2022-05-27,Small,simulated_future_projects,Future
1000453,2025-05-23,Small,simulated_future_projects,Future
1000454,2025-09-16,Small,simulated_future_projects,Future
1000455,2023-03-30,Small,simulated_future_projects,Future
1000456,2021-10-21,Small,simulated_future_projects,Future
1000457,2021-04-22,Small,simulated_future_projects,Future
1000458,2022-06-05,Small,simulated_future_projects,Future
1000459,2021-03-19,Small,simulated_future_projects,Future
1000460,2021-06-12,Small,simulated_future_projects,Future
1000461,2021-09-22,Small,simulated_future_projects,Future
1000462,2021-03-09,Small,simulated_future_projects,Future
1000463,2023-02-07,Small,simulated_future_projects,Future
1000464,2021-02-19,Small,simulated_future_projects,Future
1000465,2021-05-25,Small,simulated_future_projects,Future
1000466,2022-07-22,Small,simulated_future_projects,Future
1000467,2021-05-09,Small,simulated_future_projects,Future
1000468,2022-07-13,Small,simulated_future_projects,Future
1000469,2021-12-20,Small,simulated_future_projects,Future
1000470,2023-02-25,Small,simulated_future_projects,Future
1000471,2022-01-07,Small,simulated_future_projects,Future
1000472,2021-06-01,Small,simulated_future_projects,Future
1000473,2021-12-14,Small,simulated_future_projects,Future
1000474,2021-04-19,Small,simulated_future_projects,Future
1000475,2022-08-22,Small,simulated_future_projects,Future
1000476,2021-06-15,Small,simulated_future_projects,Future
1000477,2021-12-13,Small,simulated_future_projects,Future
1000478,2022-03-09,Small,simulated_future_projects,Future
1000479,2021-12-02,Small,simulated_future_projects,Future
1000480,2022-03-08,Small,simulated_future_projects,Future
1000481,2022-04-17,Small,simulated_future_projects,Future
1000482,2021-09-04,Small,simulated_future_projects,Future
1000483,2021-06-11,Large,simulated_future_projects,Future
1000484,2024-02-21,Small,simulated_future_projects,Future
1000485,2021-08-03,Small,simulated_future_projects,Future
1000486,2021-11-16,Small,simulated_future_projects,Future
1000487,2022-06-16,Small,simulated_future_projects,Future
1000488,2022-01-29,Small,simulated_future_projects,Future
1000489,2021-09-21,Small,simulated_future_projects,Future
1000490,2021-02-11,Large,simulated_future_projects,Future
1000491,2022-05-27,Small,simulated_future_projects,Future
1000492,2021-06-01,Small,simulated_future_projects,Future
1000493,2021-06-27,Small,simulated_future_projects,Future
1000494,2022-10-15,Small,simulated_future_projects,Future
1000495,2022-07-13,Small,simulated_future_projects,Future
1000496,2022-11-06,Small,simulated_future_projects,Future
1000497,2021-11-09,Small,simulated_future_projects,Future
1000498,2021-11-25,Small,simulated_future_projects,Future
1000499,2022-05-05,Small,simulated_future_projects,Future
1000500,2024-11-17,Small,simulated_future_projects,Future
1000501,2022-01-30,Small,simulated_future_projects,Future
1000502,2021-05-08,Small,simulated_future_projects,Future
1000503,2022-01-15,Small,simulated_future_projects,Future
1000504,2022-01-08,Small,simulated_future_projects,Future
1000505,2021-11-30,Large,simulated_future_projects,Future
1000506,2021-02-14,Small,simulated_future_projects,Future
1000507,2021-03-20,Small,simulated_future_projects,Future
1000508,2021-10-13,Small,simulated_future_projects,Future
1000509,2021-10-03,Small,simulated_future_projects,Future
1000510,2021-08-06,Large,simulated_future_projects,Future
1000511,2021-05-26,Small,simulated_future_projects,Future
1000512,2021-03-08,Small,simulated_future_projects,Future
1000513,2021-02-06,Small,simulated_future_projects,Future
1000514,2022-07-06,Small,simulated_future_projects,Future
1000515,2023-11-18,Small,simulated_future_projects,Future
1000516,2021-09-12,Small,simulated_future_projects,Future
1000517,2021-03-18,Small,simulated_future_projects,Future
1000518,2025-03-25,Small,simulated_future_projects,Future
1000519,2022-06-07,Small,simulated_future_projects,Future
1000520,2023-03-05,Small,simulated_future_projects,Future
1000521,2021-03-06,Small,simulated_future_projects,Future
1000522,2023-02-03,Small,simulated_future_projects,Future
1000523,2024-05-30,Small,simulated_future_projects,Future
1000524,2021-08-27,Small,simulated_future_projects,Future
1000525,2021-09-21,Small,simulated_future_projects,Future
1000526,2023-12-12,Small,simulated_future_projects,Future
1000527,2024-01-04,Small,simulated_future_projects,Future
1000528,2023-02-21,Small,simulated_future_projects,Future
1000529,2023-12-27,Small,simulated_future_projects,Future
1000530,2021-10-14,Small,simulated_future_projects,Future
1000531,2021-02-20,Small,simulated_future_projects,Future
1000532,2022-06-05,Small,simulated_future_projects,Future
1000533,2022-07-09,Small,simulated_future_projects,Future
1000534,2021-03-21,Large,simulated_future_projects,Future
1000535,2022-02-12,Small,simulated_future_projects,Future
